
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,
0,0,0,0,130,130,130,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,
0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,131,130,130,130,130,130,130,130,130,131,130,130,0,0,0,
0,0,0,0,130,130,131,130,130,130,130,130,130,131,131,130,130,130,130,130,130,130,130,130,130,130,131,131,131,130,130,130,130,0,0,0,0,0,0,0,0,0,130,130,130,130,130,0,0,0,
0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,131,0,0,0,0,0,0,0,0,0,130,130,130,130,130,0,0,0,
0,0,0,0,130,130,130,130,130,0,0,0,130,130,130,0,0,0,0,0,130,130,130,0,0,0,0,0,130,130,130,130,131,131,131,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,
0,0,0,0,0,130,130,130,0,0,0,0,130,130,130,0,0,0,0,0,130,130,130,0,0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,
0,0,0,0,0,130,130,130,0,0,0,0,130,130,130,0,0,0,0,0,130,130,130,0,0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,
0,0,0,0,0,130,130,130,0,0,0,0,130,130,130,0,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,130,130,130,0,0,0,0,130,130,130,0,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,130,130,130,130,130,130,130,130,130,130,0,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,130,130,130,130,130,130,130,130,130,130,0,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,130,131,130,130,130,130,130,130,130,130,0,0,162,130,130,130,130,130,130,130,130,130,0,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,130,130,130,0,0,0,0,130,130,130,0,0,130,130,130,130,130,130,130,130,130,130,0,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,130,130,130,0,0,0,0,130,130,130,130,130,130,130,132,130,130,130,131,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,194,195,130,0,0,0,0,0,
0,0,0,0,0,130,130,130,0,0,0,0,130,130,130,130,130,130,130,132,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,0,0,
0,0,0,0,0,130,130,130,0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,0,0,
0,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,0,130,130,130,130,130,131,130,130,130,130,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,
0,0,130,130,130,130,130,130,130,130,130,0,0,0,0,0,0,130,130,130,130,130,130,130,130,130,130,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,
0,0,162,130,130,131,130,130,130,130,130,0,0,0,0,0,0,130,130,130,130,130,130,132,130,130,130,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,
0,0,130,130,130,130,130,130,130,130,130,130,194,195,130,130,130,130,131,130,130,130,130,130,130,130,130,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,
0,0,130,130,130,130,132,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,
0,0,130,130,130,132,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,
0,0,130,130,130,130,131,130,130,130,130,0,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,0,0,
0,0,130,130,130,130,130,130,130,130,130,0,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,0,0,
0,0,130,130,130,130,130,130,130,130,130,0,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,0,0,
0,0,130,130,130,130,130,130,130,130,130,0,0,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,0,130,130,130,130,130,130,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,
0,0,130,132,130,130,130,130,130,130,130,130,0,0,0,0,0,0,0,0,130,132,130,0,0,0,0,0,0,130,130,130,130,130,130,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,
0,0,130,132,132,130,130,130,131,130,130,130,130,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,0,130,130,130,130,130,130,0,0,0,0,0,0,0,130,130,130,0,0,0,0,0,
0,0,130,131,130,130,130,130,130,130,130,130,130,130,0,0,0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,0,0,130,130,130,130,130,130,0,0,0,0,
0,0,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,0,0,0,130,130,130,132,132,130,130,130,130,130,132,130,130,130,130,0,0,0,0,0,130,130,130,130,130,130,0,0,0,0,
0,0,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,0,0,0,0,0,130,130,130,130,130,130,0,0,0,0,
0,0,0,0,130,130,130,0,0,0,0,130,130,130,0,0,0,0,0,0,130,130,130,0,0,0,0,0,0,130,130,131,131,130,130,0,0,0,0,0,130,130,130,132,130,130,0,0,0,0,
0,0,0,0,130,130,130,0,0,0,0,130,130,130,0,0,0,0,0,0,130,130,130,0,0,0,0,0,0,130,130,131,130,130,130,0,0,0,0,0,130,130,130,130,130,130,0,0,0,0,
